filiere_bac,note_maths,note_sciences,note_physique,note_langues,note_philo,interet_principal,niveau,orientation
Lettres,13.6,9.6,9.3,14.6,14.3,Business,Lycée,Commerce
Lettres,6.5,13.9,8.3,12.4,15.1,Sciences humaines,Université,Psychologie
PC,13.5,9.4,7.3,15.4,12.1,Business,Lycée,Commerce
PC,13.3,12.9,13.9,12.0,11.4,Design,Université,Architecture
Lettres,9.6,9.1,8.1,14.9,16.0,Histoire,Lycée,Droit
STM,11.2,10.4,14.2,13.9,10.4,Design,Université,Architecture
STM,15.2,11.4,13.0,12.2,12.3,Jeux vidéo,Lycée,Informatique
PC,14.5,9.5,13.6,10.1,11.0,Art,Lycée,Architecture
PC,17.9,11.7,13.8,12.0,9.0,Programmation,Lycée,Informatique
Economie,12.5,10.7,10.7,14.4,11.4,Marketing,Lycée,Commerce
SVT,17.2,16.1,15.6,12.0,11.8,Santé,Université,Médecine
STM,9.6,8.3,9.6,17.6,15.9,Justice,Université,Droit
PC,13.8,17.0,14.7,12.2,11.5,Sciences,Lycée,Médecine
Economie,9.3,8.0,9.8,15.9,17.2,Politique,Lycée,Droit
SVT,9.8,9.8,11.2,15.7,15.8,Histoire,Lycée,Droit
STM,14.4,15.2,16.8,10.7,10.4,Construction,Lycée,Ingénierie
SVT,8.8,9.7,6.4,17.7,13.5,Culture,Lycée,Langues
PC,17.4,12.5,14.1,13.3,11.4,Technologie,Université,Informatique
PC,18.0,13.8,13.4,11.7,9.3,Technologie,Lycée,Informatique
SVT,14.7,12.7,14.6,12.3,9.2,Technologie,Lycée,Informatique
STM,18.5,14.8,13.0,11.3,10.9,Jeux vidéo,Université,Informatique
SVT,13.8,11.7,13.5,9.3,12.4,Technologie,Lycée,Informatique
PC,11.6,9.8,9.7,14.3,12.2,Finance,Lycée,Commerce
PC,15.0,15.0,13.4,10.8,9.4,Technologie,Lycée,Informatique
Economie,9.6,7.9,6.3,17.0,13.9,Voyage,Lycée,Langues
SVT,7.8,6.3,10.2,15.6,14.9,Voyage,Lycée,Langues
SVT,16.9,15.4,12.5,9.0,9.4,Programmation,Lycée,Informatique
STM,16.0,12.1,12.7,8.8,12.6,Technologie,Lycée,Informatique
PC,17.4,12.5,17.6,10.9,9.0,Technologie,Lycée,Ingénierie
SVT,15.7,12.5,16.9,11.5,10.6,Construction,Lycée,Ingénierie
SVT,17.3,12.7,13.6,11.4,11.4,Programmation,Université,Informatique
STM,18.6,13.2,15.2,10.9,15.3,Programmation,Lycée,Informatique
Economie,8.4,12.5,7.3,13.3,16.5,Philosophie,Lycée,Psychologie
SVT,10.6,9.0,7.5,19.0,14.7,Littérature,Université,Langues
STM,12.9,11.7,11.3,14.5,12.2,Marketing,Lycée,Commerce
SVT,9.5,8.8,9.5,16.6,11.8,Culture,Université,Langues
STM,16.1,12.3,16.6,9.5,7.2,Technologie,Lycée,Ingénierie
SVT,18.2,14.8,13.1,9.8,10.9,Jeux vidéo,Lycée,Informatique
SVT,18.3,11.4,13.2,9.1,10.4,Programmation,Université,Informatique
SVT,14.3,17.6,15.8,13.3,13.2,Biologie,Lycée,Médecine
SVT,11.0,8.3,7.4,17.1,15.4,Voyage,Lycée,Langues
PC,15.3,12.2,17.2,8.4,10.8,Technologie,Université,Ingénierie
SVT,10.2,8.2,8.5,15.5,18.4,Justice,Université,Droit
PC,18.6,12.5,13.0,12.5,8.6,Technologie,Lycée,Informatique
Lettres,8.7,12.6,9.9,15.3,16.7,Santé,Lycée,Psychologie
Lettres,10.3,8.6,9.7,16.4,11.9,Finance,Université,Commerce
PC,12.7,15.6,12.5,10.4,12.7,Design,Lycée,Architecture
STM,17.1,14.0,11.8,11.5,9.4,Design,Lycée,Informatique
SVT,16.9,17.0,16.6,10.7,10.1,Santé,Université,Médecine
STM,18.0,10.6,11.5,11.2,9.3,Jeux vidéo,Université,Informatique
Economie,10.4,13.2,9.0,13.9,15.1,Philosophie,Lycée,Psychologie
SVT,9.8,10.0,6.8,16.5,16.3,Justice,Université,Droit
STM,14.0,14.2,17.7,11.5,11.6,Mécanique,Lycée,Ingénierie
Economie,10.1,9.4,10.6,17.0,14.7,Culture,Université,Langues
Lettres,8.5,9.0,8.8,17.6,13.8,Littérature,Lycée,Langues
Economie,8.8,9.0,8.7,16.2,14.4,Littérature,Université,Langues
PC,16.4,13.5,15.3,12.0,10.7,Technologie,Lycée,Ingénierie
SVT,15.3,12.6,17.0,8.7,10.0,Construction,Université,Ingénierie
SVT,15.3,17.8,16.4,12.5,11.1,Sciences,Lycée,Médecine
STM,17.4,13.6,12.2,12.2,9.9,Technologie,Université,Informatique
STM,8.5,7.2,8.4,16.8,13.1,Littérature,Lycée,Langues
PC,13.4,16.2,15.8,9.9,14.3,Biologie,Lycée,Médecine
Lettres,9.0,7.8,9.1,15.6,18.6,Politique,Lycée,Droit
STM,17.8,14.7,13.3,10.3,9.6,Programmation,Lycée,Informatique
SVT,6.7,7.3,7.6,17.3,12.7,Voyage,Lycée,Langues
Lettres,12.5,9.0,7.4,15.4,13.9,Business,Université,Commerce
SVT,17.8,13.1,15.3,9.9,10.6,Technologie,Université,Informatique
Economie,13.1,11.0,13.8,9.7,10.5,Art,Lycée,Architecture
SVT,7.5,13.0,9.1,13.6,17.6,Sciences humaines,Lycée,Psychologie
STM,16.8,12.9,12.5,10.0,9.3,Technologie,Université,Informatique
PC,17.4,14.1,16.1,8.6,9.3,Technologie,Lycée,Informatique
STM,15.4,11.0,15.2,12.7,10.3,Art,Université,Architecture
Lettres,8.2,9.1,9.6,16.9,12.8,Culture,Lycée,Langues
PC,13.6,17.6,15.9,13.8,10.6,Culture,Lycée,Médecine
Economie,11.1,8.0,9.6,15.2,13.3,Marketing,Université,Commerce
SVT,9.3,14.4,9.6,13.2,15.4,Santé,Université,Psychologie
Lettres,7.5,10.1,8.2,17.3,14.3,Voyage,Université,Langues
PC,17.5,12.8,14.6,12.6,10.0,Technologie,Lycée,Informatique
PC,13.6,14.1,13.4,11.8,9.8,Art,Lycée,Architecture
SVT,8.8,8.0,6.5,14.8,17.0,Histoire,Lycée,Droit
Lettres,10.3,9.2,9.6,17.3,17.7,Politique,Lycée,Droit
SVT,11.7,9.9,10.7,16.6,18.7,Justice,Université,Droit
PC,16.6,12.6,11.7,12.5,11.5,Jeux vidéo,Lycée,Informatique
STM,13.7,14.2,11.6,10.3,12.9,Biologie,Lycée,Architecture
Economie,10.5,10.1,10.7,17.1,14.1,Marketing,Lycée,Commerce
Lettres,8.9,13.8,7.5,13.9,16.4,Santé,Université,Psychologie
STM,10.0,9.5,8.5,15.2,17.6,Histoire,Université,Droit
STM,14.4,9.8,16.9,11.7,9.0,Mécanique,Lycée,Ingénierie
Lettres,8.3,12.1,9.2,13.8,16.2,Sciences,Lycée,Psychologie
SVT,11.4,12.8,14.7,10.9,11.5,Art,Université,Architecture
SVT,8.7,11.1,8.9,16.6,14.0,Jeux vidéo,Université,Langues
STM,11.8,13.0,13.8,10.5,10.8,Construction,Université,Architecture
PC,15.1,16.3,15.1,12.4,12.7,Biologie,Université,Médecine
Lettres,9.2,8.6,8.2,20.0,14.8,Voyage,Université,Langues
SVT,10.0,10.6,14.2,12.6,10.2,Construction,Université,Architecture
SVT,14.9,11.9,13.7,13.9,12.9,Art,Université,Architecture
SVT,17.3,11.8,14.6,8.8,10.2,Jeux vidéo,Lycée,Informatique
Lettres,12.6,9.3,10.0,14.4,13.9,Philosophie,Lycée,Commerce
PC,13.1,12.5,12.0,12.6,8.6,Art,Lycée,Architecture
SVT,13.5,13.3,16.2,10.3,10.1,Mécanique,Lycée,Ingénierie
SVT,16.5,14.2,13.5,11.8,9.9,Programmation,Lycée,Informatique
SVT,13.1,12.8,17.7,10.8,12.8,Justice,Lycée,Ingénierie
SVT,15.8,10.9,14.2,12.9,11.1,Construction,Lycée,Architecture
SVT,17.1,12.8,13.8,9.5,8.4,Jeux vidéo,Lycée,Informatique
PC,17.2,11.1,14.5,9.0,9.3,Programmation,Lycée,Informatique
Lettres,8.9,9.0,9.0,16.2,17.4,Histoire,Lycée,Droit
PC,15.2,16.7,15.8,13.1,11.4,Santé,Lycée,Médecine
PC,14.4,13.0,12.6,12.8,11.3,Construction,Lycée,Architecture
SVT,7.7,8.4,9.3,17.6,16.7,Justice,Université,Droit
SVT,8.0,12.0,9.9,13.4,15.8,Sciences humaines,Lycée,Psychologie
SVT,11.1,11.5,13.6,11.4,13.5,Construction,Université,Architecture
Lettres,8.5,9.3,8.0,16.5,14.7,Voyage,Université,Langues
PC,12.9,12.7,12.7,13.8,13.4,Art,Lycée,Architecture
SVT,16.3,12.4,15.1,11.2,8.0,Jeux vidéo,Lycée,Informatique
PC,12.7,17.9,13.0,11.4,10.0,Biologie,Lycée,Médecine
Lettres,10.7,10.4,10.3,15.9,11.4,Marketing,Lycée,Commerce
PC,14.4,16.0,15.4,11.1,13.2,Santé,Lycée,Médecine
PC,15.8,12.0,16.2,10.0,11.4,Construction,Lycée,Ingénierie
STM,14.5,17.0,17.0,13.2,7.3,Sciences,Lycée,Médecine
SVT,16.1,12.5,15.4,11.1,11.1,Mécanique,Université,Ingénierie
STM,15.3,15.2,17.3,11.3,11.0,Philosophie,Lycée,Ingénierie
Lettres,6.9,8.3,8.3,17.5,11.6,Culture,Lycée,Langues
Economie,8.4,9.3,7.9,15.9,16.6,Justice,Lycée,Droit
SVT,13.8,18.6,15.7,13.0,12.5,Sciences,Lycée,Médecine
SVT,13.3,10.5,12.7,13.6,12.0,Design,Université,Architecture
SVT,8.7,12.3,8.0,14.5,14.4,Philosophie,Lycée,Psychologie
Economie,7.2,8.0,10.1,15.7,16.4,Politique,Lycée,Droit
Lettres,15.1,12.9,17.4,11.3,9.3,Mécanique,Lycée,Ingénierie
PC,12.8,6.7,11.1,16.5,9.6,Finance,Université,Commerce
Lettres,12.2,9.8,9.3,14.1,13.4,Finance,Lycée,Commerce
Economie,9.2,14.6,8.4,13.8,16.0,Philosophie,Lycée,Psychologie
PC,16.9,11.8,18.1,11.7,9.1,Mécanique,Lycée,Ingénierie
PC,12.1,10.7,11.5,13.2,10.3,Marketing,Lycée,Commerce
PC,12.8,10.1,11.0,15.9,13.0,Finance,Lycée,Commerce
Lettres,10.7,8.7,8.6,15.6,16.4,Justice,Université,Droit
Economie,10.3,7.0,9.5,15.0,12.1,Business,Lycée,Commerce
SVT,14.3,13.8,15.2,13.6,12.8,Construction,Lycée,Architecture
STM,13.3,13.5,13.3,11.6,13.1,Construction,Lycée,Architecture
Lettres,9.1,12.9,8.5,16.0,16.2,Justice,Université,Droit
Lettres,9.4,9.7,8.2,16.0,18.5,Politique,Lycée,Droit
SVT,13.2,16.6,15.8,12.8,10.3,Sciences,Université,Médecine
PC,12.3,10.5,9.5,13.3,11.4,Voyage,Lycée,Commerce
SVT,8.6,9.3,7.9,18.7,13.6,Littérature,Université,Langues
PC,15.3,15.6,16.8,11.8,11.6,Sciences,Lycée,Médecine
STM,15.6,14.6,16.4,12.2,12.0,Technologie,Lycée,Ingénierie
PC,13.1,13.9,16.3,12.9,9.3,Mécanique,Lycée,Ingénierie
PC,10.4,8.5,10.0,15.4,12.6,Marketing,Lycée,Commerce
SVT,9.8,10.3,8.6,15.8,17.4,Justice,Université,Droit
Lettres,15.3,12.9,18.9,11.7,11.6,Mécanique,Lycée,Ingénierie
Lettres,10.0,9.9,8.1,17.9,13.5,Voyage,Lycée,Langues
STM,14.3,11.9,13.7,10.2,12.3,Design,Lycée,Architecture
Lettres,7.7,9.4,7.7,17.2,15.5,Culture,Université,Langues
STM,13.9,14.3,11.8,10.9,12.5,Art,Université,Architecture
SVT,9.8,11.4,9.6,18.3,16.0,Voyage,Université,Langues
SVT,13.5,12.1,14.4,11.5,12.0,Construction,Lycée,Architecture
STM,8.4,7.2,7.8,17.9,13.8,Voyage,Lycée,Langues
SVT,9.9,10.6,6.9,17.7,14.1,Voyage,Lycée,Langues
Lettres,10.9,7.6,7.6,15.2,18.1,Politique,Lycée,Droit
Economie,15.8,14.1,17.1,11.4,10.2,Construction,Lycée,Ingénierie
STM,15.9,11.0,15.3,11.2,9.3,Programmation,Lycée,Informatique
Economie,9.0,8.6,12.3,15.8,16.0,Biologie,Lycée,Droit
STM,16.9,13.7,16.7,11.9,7.2,Mécanique,Lycée,Ingénierie
PC,13.2,13.6,12.3,12.5,10.2,Design,Université,Architecture
Lettres,12.4,9.1,12.0,14.3,11.9,Marketing,Université,Commerce
SVT,7.3,8.6,10.2,17.5,13.8,Culture,Lycée,Langues
SVT,16.9,12.4,14.0,11.9,9.7,Jeux vidéo,Lycée,Informatique
SVT,15.7,12.5,13.7,11.4,9.3,Technologie,Lycée,Informatique
SVT,11.5,9.0,9.6,14.7,17.1,Justice,Lycée,Droit
STM,15.0,12.5,17.1,8.8,12.0,Sciences,Lycée,Ingénierie
Economie,7.2,8.4,9.8,16.6,13.1,Littérature,Université,Langues
SVT,16.2,14.1,17.0,10.6,11.0,Jeux vidéo,Université,Ingénierie
SVT,10.8,11.9,8.4,14.1,18.0,Politique,Lycée,Droit
Lettres,11.8,8.4,9.9,14.1,11.8,Marketing,Lycée,Commerce
Economie,10.0,12.3,9.3,13.4,16.4,Philosophie,Lycée,Psychologie
PC,15.0,19.3,14.6,14.0,13.8,Biologie,Université,Médecine
SVT,13.6,16.5,15.1,14.2,8.4,Sciences,Lycée,Médecine
Lettres,8.4,9.2,9.5,14.9,15.1,Histoire,Lycée,Droit
PC,16.4,11.9,16.7,10.2,9.0,Construction,Lycée,Ingénierie
STM,16.6,11.1,17.9,11.7,12.9,Construction,Lycée,Ingénierie
Lettres,8.0,13.6,9.3,14.7,15.9,Santé,Lycée,Psychologie
PC,15.9,15.6,16.8,13.3,9.2,Biologie,Université,Médecine
STM,14.4,9.1,13.3,10.0,12.6,Construction,Université,Architecture
SVT,15.1,13.4,14.8,11.9,14.1,Art,Lycée,Architecture
Lettres,8.4,9.2,9.2,18.5,13.8,Voyage,Lycée,Langues
PC,14.9,8.1,8.8,15.5,12.3,Business,Lycée,Commerce
PC,17.6,14.4,14.8,11.4,11.7,Technologie,Université,Informatique
Lettres,10.0,8.2,9.0,14.3,16.6,Histoire,Université,Droit
SVT,17.7,13.1,14.6,12.9,10.6,Jeux vidéo,Lycée,Informatique
PC,11.4,10.2,8.5,14.7,13.3,Finance,Université,Commerce
SVT,17.9,12.2,12.9,11.5,9.6,Programmation,Lycée,Informatique
Economie,11.8,12.2,9.9,12.1,15.9,Sciences humaines,Lycée,Psychologie
Lettres,12.2,10.0,9.1,16.1,15.8,Politique,Université,Droit
SVT,15.7,11.7,15.5,8.7,11.2,Technologie,Université,Ingénierie
SVT,11.9,10.9,11.3,10.3,12.0,Art,Université,Architecture
Economie,8.0,13.9,9.7,12.7,16.9,Philosophie,Lycée,Psychologie
Lettres,9.5,9.0,11.8,14.4,16.5,Justice,Lycée,Droit
Lettres,8.5,7.0,9.3,14.6,17.4,Politique,Lycée,Droit
SVT,10.4,13.7,7.6,10.7,15.9,Sciences humaines,Lycée,Psychologie
Lettres,10.6,12.7,8.8,13.6,14.9,Sciences humaines,Université,Psychologie
PC,14.4,17.3,14.1,10.6,12.2,Marketing,Université,Médecine
PC,15.0,17.1,15.6,11.2,11.1,Mécanique,Lycée,Médecine
Lettres,10.1,9.6,9.9,15.4,16.7,Politique,Lycée,Droit
STM,17.2,14.7,11.9,11.0,10.6,Programmation,Université,Informatique
Economie,7.3,9.4,9.8,14.2,15.4,Politique,Lycée,Droit
PC,14.1,12.5,14.1,10.0,12.5,Art,Lycée,Architecture
SVT,9.3,14.3,7.4,12.5,16.9,Sciences humaines,Lycée,Psychologie
SVT,16.7,11.4,17.1,10.2,10.8,Technologie,Université,Ingénierie
SVT,16.3,13.0,16.0,10.2,10.6,Jeux vidéo,Université,Informatique
Economie,11.3,12.8,12.1,13.6,13.2,Construction,Lycée,Architecture
Economie,12.5,11.0,9.4,17.8,17.3,Justice,Lycée,Droit
PC,13.5,10.8,13.5,11.8,11.6,Art,Université,Architecture
SVT,10.8,9.1,8.0,17.8,13.2,Culture,Université,Langues
STM,17.3,12.7,16.6,13.8,10.1,Construction,Lycée,Ingénierie
SVT,13.5,17.3,16.0,11.5,11.9,Biologie,Université,Médecine
PC,15.1,13.3,17.4,9.8,10.4,Technologie,Lycée,Ingénierie
SVT,10.0,9.1,7.1,15.6,17.7,Justice,Lycée,Droit
Lettres,8.3,11.2,9.3,14.6,18.8,Politique,Lycée,Droit
PC,12.6,7.2,8.1,14.9,12.5,Marketing,Lycée,Commerce
SVT,15.0,13.0,16.4,9.2,9.8,Mécanique,Université,Ingénierie
PC,12.0,10.1,11.6,15.8,12.1,Finance,Lycée,Commerce
PC,17.5,13.2,15.2,11.3,9.9,Jeux vidéo,Lycée,Informatique
Lettres,11.4,10.2,9.9,16.2,11.0,Finance,Lycée,Commerce
Economie,8.6,13.1,8.2,14.1,15.5,Philosophie,Université,Psychologie
Economie,8.6,10.4,7.8,16.2,13.8,Voyage,Université,Langues
Lettres,8.1,11.1,7.7,13.0,16.1,Politique,Lycée,Droit
PC,12.3,13.3,13.3,12.8,9.7,Design,Université,Architecture
PC,13.0,11.7,13.4,14.2,13.4,Design,Lycée,Architecture
SVT,6.3,8.5,7.1,15.9,14.9,Voyage,Université,Langues
SVT,14.7,14.1,15.5,11.4,11.2,Construction,Université,Ingénierie
Economie,8.7,8.2,9.9,16.0,15.7,Biologie,Lycée,Droit
Lettres,9.4,7.5,9.8,15.7,17.5,Biologie,Université,Droit
STM,17.4,12.2,13.9,10.6,11.8,Jeux vidéo,Université,Informatique
Economie,10.1,8.4,9.9,15.8,16.2,Programmation,Université,Langues
PC,13.7,8.9,8.5,13.8,15.3,Marketing,Lycée,Commerce
Lettres,11.3,9.3,9.4,15.4,16.9,Justice,Lycée,Droit
SVT,8.8,9.0,5.8,15.1,17.9,Voyage,Université,Droit
SVT,16.0,12.1,17.5,9.8,10.6,Technologie,Lycée,Ingénierie
PC,13.9,14.1,16.6,8.6,10.7,Mécanique,Lycée,Ingénierie
Lettres,8.3,8.0,8.5,16.7,16.1,Politique,Université,Droit
STM,11.2,10.1,13.6,11.3,14.2,Art,Université,Architecture
Economie,8.5,15.1,10.0,13.3,14.2,Sciences humaines,Université,Psychologie
PC,13.5,12.0,13.6,10.9,10.5,Design,Lycée,Architecture
SVT,14.3,11.4,15.2,11.1,10.0,Culture,Université,Ingénierie
Economie,9.0,7.8,9.3,19.4,12.9,Culture,Lycée,Langues
SVT,17.3,12.7,17.5,9.2,11.3,Design,Lycée,Ingénierie
Economie,13.2,9.2,8.7,14.8,12.0,Marketing,Lycée,Commerce
PC,11.6,9.9,10.0,15.5,11.4,Marketing,Lycée,Commerce
PC,15.4,17.3,14.1,13.4,12.8,Sciences,Université,Médecine
SVT,14.5,18.2,15.2,10.9,13.1,Sciences,Lycée,Médecine
STM,18.0,11.3,16.0,12.2,9.7,Programmation,Université,Informatique
Economie,10.1,8.1,9.1,16.4,12.0,Culture,Université,Langues
SVT,15.6,16.9,17.4,11.9,10.9,Santé,Lycée,Médecine
SVT,13.6,17.0,15.0,11.5,11.2,Sciences,Lycée,Médecine
PC,17.6,15.8,13.4,11.1,10.6,Jeux vidéo,Université,Informatique
Economie,10.5,7.9,9.5,13.4,17.4,Politique,Lycée,Droit
Economie,9.5,8.7,8.1,18.3,14.0,Culture,Université,Langues
STM,14.9,11.4,14.3,8.7,13.1,Littérature,Lycée,Architecture
PC,15.5,11.2,14.4,12.0,11.8,Art,Lycée,Architecture
PC,13.7,7.0,8.8,15.2,12.9,Business,Lycée,Commerce
PC,16.6,12.5,14.1,10.8,11.5,Programmation,Lycée,Informatique
PC,13.4,12.2,15.4,11.7,13.3,Construction,Université,Architecture
PC,13.9,13.5,17.4,11.4,7.8,Technologie,Université,Ingénierie
SVT,13.7,13.2,15.2,11.8,10.2,Design,Lycée,Architecture
Lettres,10.0,14.2,10.5,13.5,14.9,Santé,Université,Psychologie
STM,14.8,17.5,17.5,13.1,12.2,Sciences,Lycée,Médecine
PC,17.0,12.8,13.7,11.7,9.7,Programmation,Lycée,Informatique
Economie,10.3,13.5,8.1,13.3,15.4,Sciences humaines,Université,Psychologie
Economie,9.9,7.6,8.4,17.1,11.8,Business,Université,Commerce
Economie,10.1,12.9,8.8,13.3,15.1,Philosophie,Lycée,Psychologie
Economie,14.2,11.6,13.4,12.8,11.5,Design,Université,Architecture
SVT,15.3,14.2,16.4,10.2,11.4,Technologie,Lycée,Ingénierie
Lettres,7.4,9.0,10.3,16.4,12.9,Littérature,Lycée,Langues
PC,11.3,6.8,9.4,17.2,12.7,Marketing,Université,Commerce
SVT,17.0,13.0,12.4,12.6,11.4,Programmation,Lycée,Informatique
STM,17.1,11.7,16.0,11.7,11.8,Construction,Lycée,Ingénierie
Economie,16.0,18.2,16.7,12.3,12.9,Sciences,Lycée,Médecine
Lettres,12.9,7.4,11.6,15.1,13.1,Marketing,Lycée,Commerce
PC,15.8,15.3,16.9,11.8,8.5,Construction,Université,Ingénierie
SVT,8.8,13.6,8.6,13.0,14.3,Construction,Université,Psychologie
Economie,8.7,8.2,8.6,19.8,15.1,Littérature,Lycée,Langues
Economie,12.0,9.8,8.6,16.5,12.9,Marketing,Université,Commerce
SVT,14.1,18.4,15.3,14.3,11.9,Sciences,Université,Médecine
SVT,9.2,10.1,7.5,15.5,16.2,Histoire,Université,Droit
STM,13.7,12.2,16.9,10.4,8.8,Mécanique,Lycée,Ingénierie
SVT,9.7,7.8,9.8,17.1,15.3,Culture,Lycée,Langues
Economie,12.3,8.7,9.7,14.9,10.3,Marketing,Université,Commerce
PC,17.2,13.7,12.8,10.3,11.0,Jeux vidéo,Lycée,Informatique
SVT,16.4,15.7,14.6,12.1,7.7,Sciences,Lycée,Médecine
SVT,10.6,16.0,10.6,13.0,16.0,Sciences humaines,Université,Psychologie
STM,14.8,13.1,15.9,10.0,9.0,Mécanique,Lycée,Ingénierie
Lettres,14.0,11.3,11.2,14.4,14.8,Finance,Lycée,Commerce
Economie,9.0,11.3,9.9,15.1,14.8,Philosophie,Université,Psychologie
SVT,14.7,12.9,13.9,11.4,11.9,Technologie,Université,Informatique
PC,16.9,11.8,16.4,7.9,8.1,Mécanique,Université,Ingénierie
Economie,7.8,10.4,8.8,16.8,14.5,Littérature,Université,Langues
Lettres,8.8,11.4,10.1,14.3,16.0,Philosophie,Lycée,Psychologie
SVT,14.8,14.5,15.4,9.4,9.8,Technologie,Lycée,Ingénierie
SVT,14.8,18.9,15.5,13.0,10.3,Sciences,Lycée,Médecine
SVT,11.8,10.7,12.3,13.2,11.0,Design,Lycée,Architecture
STM,12.8,12.6,12.8,11.7,12.4,Construction,Université,Architecture
STM,17.9,11.9,13.4,11.2,11.6,Technologie,Lycée,Informatique
SVT,13.7,16.9,13.7,12.7,11.4,Santé,Lycée,Médecine
PC,14.1,17.8,17.2,12.4,11.8,Santé,Lycée,Médecine
Lettres,6.9,9.6,7.4,15.1,17.3,Justice,Lycée,Droit
Economie,6.9,8.3,8.2,15.7,18.6,Histoire,Lycée,Droit
Lettres,9.4,9.7,8.8,17.7,13.9,Culture,Lycée,Langues
Lettres,11.2,10.0,11.0,12.6,13.0,Business,Université,Commerce
Lettres,8.1,13.2,10.6,12.9,15.7,Philosophie,Université,Psychologie
Lettres,9.3,13.5,10.3,14.1,14.7,Sciences humaines,Université,Psychologie
Economie,11.1,11.6,7.0,15.5,13.0,Business,Lycée,Commerce
PC,15.6,13.8,16.2,8.6,11.0,Technologie,Lycée,Ingénierie
SVT,16.3,12.3,10.8,11.9,10.7,Technologie,Lycée,Informatique
PC,15.8,12.5,17.5,9.3,12.5,Technologie,Lycée,Ingénierie
Economie,11.4,8.9,8.2,16.8,15.6,Sciences humaines,Université,Langues
PC,14.3,16.5,16.4,9.1,11.5,Santé,Université,Médecine
SVT,14.9,18.2,14.4,13.3,12.3,Biologie,Lycée,Médecine
SVT,8.8,14.0,9.1,13.9,17.0,Santé,Université,Psychologie
SVT,10.6,8.4,9.4,15.1,16.0,Justice,Université,Droit
Lettres,13.1,8.4,9.4,15.5,14.1,Business,Université,Commerce
PC,16.3,10.8,14.9,12.4,9.8,Construction,Lycée,Architecture
Lettres,9.3,9.1,8.5,16.2,17.1,Histoire,Université,Droit
PC,14.6,14.9,15.7,11.2,10.7,Culture,Lycée,Ingénierie
Economie,9.4,9.1,9.0,18.6,14.1,Culture,Université,Langues
SVT,15.6,11.8,15.3,9.7,11.8,Mécanique,Lycée,Ingénierie
Lettres,9.4,10.1,10.4,14.8,18.7,Justice,Lycée,Droit
Lettres,9.1,9.0,9.7,15.5,17.1,Histoire,Lycée,Droit
Lettres,15.0,11.2,12.6,15.9,12.4,Construction,Lycée,Architecture
Economie,7.8,12.2,9.2,14.5,16.7,Sciences humaines,Université,Psychologie
Economie,11.2,8.9,7.5,15.0,13.5,Finance,Lycée,Commerce
PC,15.1,13.0,13.9,13.8,10.0,Voyage,Université,Informatique
PC,13.8,15.7,13.8,10.3,11.8,Biologie,Université,Médecine
STM,13.7,11.5,12.2,11.8,12.5,Design,Lycée,Architecture
PC,13.9,10.5,12.7,11.1,11.0,Design,Université,Architecture
Lettres,7.6,9.7,9.2,18.5,11.8,Littérature,Lycée,Langues
PC,15.8,16.7,16.5,11.9,11.9,Santé,Lycée,Médecine
SVT,16.5,15.8,15.5,11.8,12.2,Biologie,Lycée,Médecine
PC,13.2,17.3,16.2,12.3,11.7,Design,Lycée,Médecine
STM,17.5,13.2,14.2,13.7,10.2,Justice,Lycée,Informatique
STM,16.8,13.2,17.0,13.9,9.5,Culture,Université,Ingénierie
Lettres,7.0,8.6,7.2,14.6,15.3,Politique,Lycée,Droit
SVT,7.0,10.0,7.6,17.5,15.1,Culture,Université,Langues
Economie,8.4,8.9,8.8,15.6,16.9,Politique,Université,Droit
Lettres,7.5,12.9,10.5,13.9,15.8,Santé,Lycée,Psychologie
SVT,17.1,15.0,10.9,9.8,9.1,Programmation,Lycée,Informatique
Economie,8.6,12.2,8.8,14.1,16.7,Politique,Lycée,Droit
Economie,8.5,7.8,8.8,14.3,17.6,Histoire,Lycée,Droit
SVT,9.0,9.1,10.4,14.8,18.0,Justice,Université,Droit
SVT,9.9,14.1,8.5,13.2,15.8,Sciences humaines,Université,Psychologie
SVT,14.7,12.9,14.4,14.0,13.2,Construction,Lycée,Architecture
Economie,11.9,12.6,8.8,14.3,14.6,Finance,Lycée,Commerce
SVT,7.7,13.0,8.2,13.9,14.9,Sciences humaines,Université,Psychologie
STM,15.2,13.6,16.5,11.5,10.5,Technologie,Lycée,Ingénierie
SVT,18.1,12.4,14.6,9.0,10.2,Technologie,Lycée,Informatique
SVT,10.1,9.2,9.6,16.6,17.4,Histoire,Université,Droit
SVT,9.3,6.9,7.4,17.5,11.9,Voyage,Lycée,Langues
Lettres,9.6,15.5,8.8,15.4,14.0,Sciences,Lycée,Psychologie
PC,14.8,12.6,17.5,10.0,10.2,Technologie,Université,Ingénierie
PC,12.0,7.3,10.9,15.9,13.0,Marketing,Lycée,Commerce
Economie,9.8,7.4,11.7,14.2,12.6,Marketing,Lycée,Commerce
Lettres,8.0,10.2,7.4,14.3,16.8,Histoire,Lycée,Droit
STM,13.6,10.7,14.3,11.1,11.7,Construction,Lycée,Architecture
SVT,8.8,8.6,9.7,16.4,14.1,Voyage,Université,Langues
STM,13.4,13.4,14.0,12.1,12.9,Design,Université,Architecture
SVT,13.8,18.0,14.7,10.3,8.6,Biologie,Université,Médecine
PC,12.7,7.7,9.7,14.0,11.5,Marketing,Lycée,Commerce
Economie,7.6,9.7,8.4,15.5,17.4,Histoire,Lycée,Droit
Lettres,7.4,8.6,7.1,16.2,17.4,Histoire,Université,Droit
